2022-08-22-AS2 31 32.365
2022-08-22-AS2 32 32.365
2022-08-22-AS2 33 32.365
2022-08-22-AS2 34 32.365
2022-08-22-AS2 35 32.365
2022-08-22-AS2 36 32.365
2022-08-22-AS2 37 32.365
2022-08-22-AS2 38 32.365
2022-08-22-AS2 39 32.365
2022-08-23-AS2 00 32.353
2022-08-23-AS2 01 32.353
2022-08-23-AS2 02 32.353
2022-08-23-AS2 03 32.353
2022-08-23-AS2 04 32.353
2022-08-23-AS2 05 32.353
2022-08-23-AS2 06 32.353
2022-08-23-AS2 07 32.353
2022-08-23-AS2 08 32.353
2022-08-23-AS2 09 32.353
2022-08-23-AS2 10 32.353
2022-08-23-AS2 11 32.353
2022-08-23-AS2 12 32.353
2022-08-23-AS2 13 32.353
2022-08-23-AS2 14 32.353
2022-08-23-AS2 15 32.353
2022-08-23-AS2 16 32.353
2022-08-23-AS2 17 32.353
2022-08-23-AS2 18 32.353
2022-08-23-AS2 19 32.353
2022-08-23-AS2 20 32.353
2022-08-23-AS2 21 32.353
2022-08-23-AS2 22 32.353
2022-08-23-AS2 23 32.353
2022-08-23-AS2 24 32.353
2022-08-23-AS2 25 32.353
2022-08-23-AS2 26 32.353
2022-08-23-AS2 27 32.353
2022-08-23-AS2 28 32.353
2022-08-23-AS2 29 32.353
2022-08-23-AS2 30 32.353
2022-08-23-AS2 31 32.353
2022-08-23-AS2 32 32.353
2022-08-23-AS2 33 32.353
2022-08-23-AS2 34 32.353
2022-08-23-AS2 35 32.353
2022-08-23-AS2 36 32.353
2022-08-23-AS2 37 32.353
2022-08-23-AS2 38 32.353
2022-08-23-AS2 39 32.353
2022-08-26-AS2 00 32.361
2022-08-26-AS2 01 32.361
2022-08-26-AS2 02 32.361
2022-08-26-AS2 03 32.361
2022-08-26-AS2 04 32.361
2022-08-26-AS2 05 32.361
2022-08-26-AS2 06 32.361
2022-08-26-AS2 07 32.361
2022-08-26-AS2 08 32.361
2022-08-26-AS2 09 32.361
2022-08-26-AS2 10 32.361
2022-08-26-AS2 11 32.361
2022-08-26-AS2 12 32.361
2022-08-26-AS2 13 32.361
2022-08-26-AS2 14 32.361
2022-08-26-AS2 15 32.361
2022-08-26-AS2 16 32.361
2022-08-26-AS2 17 32.361
2022-08-26-AS2 18 32.361
2022-08-26-AS2 19 32.361
2022-08-26-AS2 20 32.361
2022-08-26-AS2 21 32.361
2022-08-26-AS2 22 32.361
2022-08-26-AS2 23 32.361
2022-08-26-AS2 24 32.361
2022-08-26-AS2 25 32.361
2022-08-26-AS2 26 32.361
2022-08-26-AS2 27 32.361
2022-08-26-AS2 28 32.361
2022-08-26-AS2 29 32.361
2022-08-26-AS2 30 32.361
2022-08-26-AS2 31 32.361
2022-08-26-AS2 32 32.361
2022-08-26-AS2 33 32.361
2022-08-26-AS2 34 32.361
2022-08-26-AS2 35 32.361
2022-08-26-AS2 36 32.361
2022-08-26-AS2 37 32.361
2022-08-26-AS2 38 32.361
2022-08-26-AS2 39 32.361
2022-08-24-AS1 00 32.364
2022-08-24-AS1 01 32.364
2022-08-24-AS1 02 32.364
2022-08-24-AS1 03 32.364
2022-08-24-AS1 04 32.364
2022-08-24-AS1 05 32.364
2022-08-24-AS1 06 32.364
2022-08-24-AS1 07 32.364
2022-08-24-AS1 08 32.364
2022-08-24-AS1 09 32.364
2022-08-24-AS1 10 32.364
2022-08-24-AS1 11 32.364
2022-08-24-AS1 12 32.364
2022-08-24-AS1 13 32.364
2022-08-24-AS1 14 32.364
2022-08-24-AS1 15 32.364
2022-08-24-AS1 16 32.364
2022-08-24-AS1 17 32.364
2022-08-24-AS1 18 32.364
2022-08-24-AS1 19 32.364
2022-08-24-AS1 20 32.364
2022-08-24-AS1 21 32.364
2022-08-24-AS1 22 32.364
2022-08-24-AS1 23 32.364
2022-08-24-AS1 24 32.364
2022-08-24-AS1 25 32.364
2022-08-24-AS1 26 32.364
2022-08-24-AS1 27 32.364
2022-08-24-AS1 28 32.364
2022-08-24-AS1 29 32.364
2022-08-24-AS1 30 32.364
2022-08-24-AS1 31 32.364
2022-08-24-AS1 32 32.364
2022-08-24-AS1 33 32.364
2022-08-24-AS1 34 32.364
2022-08-24-AS1 35 32.364
2022-08-24-AS1 36 32.364
2022-08-24-AS1 37 32.364
2022-08-24-AS1 38 32.364
2022-08-24-AS1 39 32.364
